413,245,85,91,179,52,82,3016,-11333,114,222,1,32,2,10,7,0
346,313,111,79,183,48,73,3015,-11333,97,223,1,32,2,10,7,0
200,310,53,66,190,44,64,3014,-11333,94,223,1,32,2,1,10,0
119,210,36,61,196,43,60,3013,-11333,62,224,1,32,2,1,10,0
64,114,21,60,199,45,59,3012,-11333,62,224,1,32,2,1,16,0
45,53,10,61,201,46,59,3011,-11333,63,218,1,32,2,2,10,0
68,53,27,62,201,49,63,3009,-11333,40,204,1,32,2,10,6,0
41,60,20,61,202,46,59,3008,-11333,32,200,1,32,2,2,10,0
116,247,70,120,231,65,115,2704,-11333,131,92,2,25,2,13,7,0
61,170,38,110,234,62,108,2703,-11333,136,86,-9999,21,2,13,7,0
43,111,32,105,235,62,105,2702,-11333,126,81,-9999,17,2,13,3,0
181,187,117,67,175,38,56,3110,-11332,80,65,-9999,1,2,13,10,118
112,100,19,74,180,52,76,3080,-11332,76,227,1,33,-9999,2,7,17
102,126,19,74,180,52,79,3079,-11332,88,225,1,33,-9999,2,7,15
116,145,26,76,178,54,82,3078,-11332,85,224,1,33,-9999,2,7,13
190,156,48,80,176,56,85,3077,-11332,78,222,1,33,-9999,2,7,11
231,119,58,81,174,58,90,3076,-11332,82,220,1,33,-9999,2,9,9
198,106,35,80,175,58,90,3075,-11332,66,217,1,33,-9999,2,7,7
160,112,19,74,176,57,88,3074,-11332,55,217,1,33,-9999,2,7,5
172,80,32,72,177,55,84,3073,-11332,57,217,1,33,-9999,2,7,3
163,79,26,69,177,54,81,3072,-11332,40,217,1,33,-9999,2,7,2
121,107,18,62,179,52,78,3071,-11332,45,218,1,33,-9999,2,10,2
89,102,33,58,182,51,72,3070,-11332,46,219,1,33,-9999,2,10,2
46,87,14,57,184,49,64,3069,-11332,40,220,1,33,-9999,2,10,1
34,59,10,57,186,49,60,3068,-11332,33,222,1,33,-9999,2,10,1
40,42,25,59,186,44,55,3067,-11332,28,224,1,33,-9999,2,10,1
254,342,66,98,176,58,87,3048,-11332,141,173,1,34,-9999,8,7,0
415,271,109,95,171,55,85,3047,-11332,155,168,1,34,-9999,8,10,0
268,387,108,83,176,46,73,3046,-11332,212,159,1,34,-9999,12,7,0
336,322,84,97,182,56,89,3018,-11332,113,220,1,32,-9999,10,7,0
448,226,108,94,178,56,87,3017,-11332,92,220,1,32,-9999,10,7,0
317,280,69,83,182,52,82,3016,-11332,95,221,1,32,2,10,7,0
